,_id,SOZIETATEA_EU/SOCIEDAD_EU,SOZIETATEA_CAS/SOCIEDAD_CAS,EKITALDIA/EJERCICIO,SAILA/DEPARTAMENTO,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_EU,SAILAREN DESKRIBAPENA_EU/DESCRIPCION DEPARTAMENTO_CAS,ZENTRU KUDEATZAILEA/CENTRO GESTOR,ZENTRO KUDEATZAILEAREN DESKR._EUS/DESCR. CENTRO GESTOR_EUS,ZENTRO KUDEATZAILEAREN DESKR._CAS/DESCR. CENTRO GESTOR_CAS,GASTU ARLOA/AREA DE GASTO,GASTU ARLOAREN DESKRIBAPENA_EUS/DESCRIPCION AREA DE GASTO_EUS,GASTU ARLOAREN DESKRIBAPENA_CAS/DESCRIPCION AREA DE GASTO_CAS,GASTU POLITIKA/POLITICA DE GASTO,GASTU POLITIKAREN DESKR.EUS/DESCR. POLITICA DE GASTO_EUS,GASTU POLITIKAREN DESKR._CAS/DESCR. POLITICA DE GASTO_CAS,TALDEA/GRUPO,TALDEAREN DESKRIBAPENA_EUS/DESCRIPCION GRUPO_EUS,TALDEAREN DESKRIBAPENA_CAS/DESCRIPCION GRUPO_CAS,PROGRAMA/PROGRAMA,PROGRAMAREN DESKRIBAPENA_EUS/DESCRIPCION PROGRAMA_EUS,PROGRAMAREN DESKRIBAPENA_CAS/DESCRIPCION PROGRAMA_CAS,KAPITULUA/CAPITULO,KAPITULUAREN DESKRIBAPENA_EUS/DESCRIPCION CAPITULO_EUS,KAPITULUAREN DESKRIBAPENA_CAS/DESCRIPCION CAPITULO_CAS,ARTIKULUA/ARTICULO,ARTIKULUAREN DESKRIBAPENA_EUS/DESCRIPCION ARTICULO_EUS,ARTIKULUAREN DESKRIBAPENA_CAS/DESCRIPCION ARTICULO_CAS,KONTZEPTUA/CONCEPTO,KONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION CONCEPTO_EUS,KONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION CONCEPTO_CAS,AZPIKONTZEPTUA/SUBCONCEPTO,AZPIKONTZEPTUAREN DESKRIBAPENA_EUS/DESCRIPCION SUBCONCEPTO_EUS,AZPIKONTZEPTUAREN DESKRIBAPENA_CAS/DESCRIPCION SUBCONCEPTO_CAS,PROIEKTUA/PROYECTO,PROIEKTUAREN DESKRIBAPENA/DESCRIPCION PROYECTO,HASIERAKO KREDITUA/CREDITO INICIAL 2023
1598,1599,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,ATENCIONES PROTOCALARIAS Y REPRESENTATIVAS,2007/00133,Gastu arrunta Espazio Publikoa Erabiltzeko Bulegoa/ Gasto corriente Uso Espacio Público,"800,00"
1599,1600,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",226,ZENBAIT GASTU,GASTOS DIVERSOS,22699,BESTELAKO GASTUAK,OTROS GASTOS DIVERSOS,2007/00133,Gastu arrunta Espazio Publikoa Erabiltzeko Bulegoa/ Gasto corriente Uso Espacio Público,"600,00"
1600,1601,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22712,ZERBITZU INFORMATIKOAK,SERVICIOS INFORMATICOS,2007/00133,Gastu arrunta Espazio Publikoa Erabiltzeko Bulegoa/ Gasto corriente Uso Espacio Público,"66.667,00"
1601,1602,UDAL,UDAL,2023,420,ZERBITZU ETA BIZI KALITATEA,SERVICIOS Y CALIDAD DE VIDA,4202,ESPAZIO PUBLIKOKO ZUZENDARITZA,DIRECCIÓN DE ESPACIO PÚBLICO,1,OINARRIZKO ZERBITZU PUBLIKOAK,SERVICIOS PÚBLICOS BÁSICOS,15,ETXEBIZITZA ETA HIRIGINTZA,VIVIENDA Y URBANISMO,153,BIDE PUBLIKOAK,VÍAS PÚBLICAS,1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,DOTACIONES E INSTALACIONES DE LOS ESPACIOS URBANOS,2,ONDASUN ARRUNT ETA ZERBITZUENGATIKO GASTUAK,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIALA, HORNIDURAK ETA BESTELAKOAK","MATERIAL, SUMINISTROS Y OTROS",227,KANPOKO ENPRESEK EGINDAKO LANAK,TRABAJOS REALIZADOS POR OTRAS EMPRESAS EXTERNAS,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,OTROS TRABAJOS REALIZADOS POR EMPRESAS EXTERNAS,2007/00133,Gastu arrunta Espazio Publikoa Erabiltzeko Bulegoa/ Gasto corriente Uso Espacio Público,"55.912,00"
1602,1603,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2019/00376,Nazioarteko Ekintzailetza Zentroa/ Centro Internacional de Emprendimiento,"313.999,00"
1603,1604,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2021/00199,Enpresaren sustapena/ Promoción Empresarial,"78.396,00"
1604,1605,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2022/00508,Enplegu Plana 2022/2023/ Plan de Empleo 2022/2023,"2.550.027,00"
1605,1606,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2022/00509,Gazteen Enplegu Plana 2022/2023/ Plan de Empleo Juvenil 2022/2023,"622.901,00"
1606,1607,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00345,Enpresaren sustapena/ Promoción empresarial,"8.396.000,00"
1607,1608,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00348,Enplegua/ Empleo,"3.665.000,00"
1608,1609,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00349,Merkataritza/ Comercio,"2.689.000,00"
1609,1610,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00389,Gizarteratzea eta laneratzea/ Inclusión socio laboral,"124.147,00"
1610,1611,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00390,Lehen lan-esperientzia/ Primera experiencia laboral,"226.590,00"
1611,1612,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",2,BABES ETA SUSTAPEN SOZIALEKO JARDUKETAK,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL,24,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,241,ENPLEGUAREN SUSTAPENA,FOMENTO DEL EMPLEO,2411,ENPLEGURAKO LAGUNTZA,APOYO AL EMPLEO,7,KAPITAL TRANSFERENTZIAK,TRANSFERENCIAS DE CAPITAL,73,KAPITAL TRANSFERENTZIAK UDALERRIARI,TRANSFERENCIAS DE CAPITAL AL MUNICIPIO,732,KAPITAL TRANSFERENTZIAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF.CAPITAL A ENTIDADES PÚBLICAS EMPRESARIALES,73203,KAPITAL TRANSFERENTZIAK BILBAO EKINTZARI,TRANSFERENCIAS DE CAPITAL A BILBAO EKINTZA,2023/00344,Transferentzia kapital Bilbao Ekintza/ Transferencia de capital a Bilbao Ekintza,"400.000,00"
1612,1613,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",4,JARDUKETA EKONOMIKOAK,ACTUACIONES DE CARÁCTER ECONÓMICO,43,"MERKATARITZA, TURISMOA ETA ENPRESA TXIKI ETA ERTAINAK","COMERCIO, TURISMO Y PEQUEŃAS Y MEDIANAS EMPRESAS",432,INFORMAZIO TURISTIKOA ETA TURISMOAREN SUSTAPENA,INFORMACIÓN Y PROMOCIÓN TURÍSTICA,4321,TURISMOAREN SUSTAPENA ETA LAGUNTZA,PROMOCIÓN Y APOYO AL TURISMO,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00346,Turismoa sustatzea/ Promoción de turismo,"2.197.961,00"
1613,1614,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",4,JARDUKETA EKONOMIKOAK,ACTUACIONES DE CARÁCTER ECONÓMICO,43,"MERKATARITZA, TURISMOA ETA ENPRESA TXIKI ETA ERTAINAK","COMERCIO, TURISMO Y PEQUEŃAS Y MEDIANAS EMPRESAS",439,BESTE JARDUKETA SEKTORIAL BATZUK,OTRAS ACTUACIONES SECTORIALES,4391,HIRIAREN SUSTAPENA,PROMOCIÓN DE LA CIUDAD,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2021/00499,Tour de Francia 2023/ Tour de Francia 2023,"3.000.000,00"
1614,1615,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",4,JARDUKETA EKONOMIKOAK,ACTUACIONES DE CARÁCTER ECONÓMICO,43,"MERKATARITZA, TURISMOA ETA ENPRESA TXIKI ETA ERTAINAK","COMERCIO, TURISMO Y PEQUEŃAS Y MEDIANAS EMPRESAS",439,BESTE JARDUKETA SEKTORIAL BATZUK,OTRAS ACTUACIONES SECTORIALES,4391,HIRIAREN SUSTAPENA,PROMOCIÓN DE LA CIUDAD,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00347,Nazioartekotasuna/ Internacionalización,"1.073.000,00"
1615,1616,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",4,JARDUKETA EKONOMIKOAK,ACTUACIONES DE CARÁCTER ECONÓMICO,43,"MERKATARITZA, TURISMOA ETA ENPRESA TXIKI ETA ERTAINAK","COMERCIO, TURISMO Y PEQUEŃAS Y MEDIANAS EMPRESAS",439,BESTE JARDUKETA SEKTORIAL BATZUK,OTRAS ACTUACIONES SECTORIALES,4391,HIRIAREN SUSTAPENA,PROMOCIÓN DE LA CIUDAD,4,TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES,43,UDALERRIARENTZAKO TRANSFERENTZIA ARRUNTAK,TRANSFERENCIAS CORRIENTES AL MUNICIPIO,432,TRANSFERENTZIA ARRUNTAK TOKIKO ENPRESA ERAKUNDE PUBLIKOETARA,TRANSF. CORRIENTES A ENTIDADES PÚBL.EMPRESARIALES,43203,TRANSFERENTZIA ARRUNTAK BILBAO EKINTZA,TRANSFERENCIAS CORRIENTES A BILBAO EKINTZA,2023/00350,Hiriko ekitaldiak/ Eventos de ciudad,"3.262.979,00"
1616,1617,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,10,GOI-KARGUEN SOLDATAK,RETRIBUCIONES DE ALTOS CARGOS,100,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE AL,10001,GOI KARGUEN OINARRIZKO SOLDATAK ETA BESTELAKO LANSARIAK,RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE AL,9999/99999,GENERIKOA/ GENÉRICO,"95.652,00"
1617,1618,UDAL,UDAL,2023,510,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",5100,"EKONOMI GARAPEN, MERKATARITZA ETA ENPLEGU SAILA","DES. ECONÓMICO, COMERCIO Y EMPLEO",9,JARDUKETA OROKORRAK,ACTUACIONES DE CARÁCTER GENERAL,91,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,912,GOBERNU-ORGANOAK,ÓRGANOS DE GOBIERNO,9121,UDAL GOBERNUARI LAGUNTZEA,APOYO AL GOBIERNO MUNICIPAL,1,PERTSONAL GASTUAK,GASTOS DE PERSONAL,16,"ENPLEGUEMAILEAREN KARGURAKO GIZARTE KUOTA, PRESTAZIO ETA GASTUAK","CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL",160,KUOTA SOZIALAK ENPLEGATZAILEAREN KONTURA,CUOTAS SOCIALES A CARGO DEL EMPLEADOR,16001,GIZARTE SEGURANTZA,SEGURIDAD SOCIAL,9999/99999,GENERIKOA/ GENÉRICO,"17.948,00"
